# -*- coding: cp1252 -*-
subject_id,Trials,Block,Colour,Position,Button,RT
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,587
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,582
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,521
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,372
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,479
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,424
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,450
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,382
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,722
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,303
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,423
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,465
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,569
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,498
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,305
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,424
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,107,418
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,232
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,27
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,227
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,49
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,233
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,388
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,197
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,359
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,320
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,441
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,242
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,322
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,305
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,1046
5,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,347
5,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,1228
5,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,387
5,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,544
5,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,366
5,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,432
5,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,372
5,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,392
5,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,461
5,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,445
5,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,425
5,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,379
5,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,792
5,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,463
5,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,415
5,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,539
5,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,428
5,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,433
5,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,560
5,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,464
5,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,836
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,238
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,281
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,244
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,269
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,239
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,207
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,246
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,257
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,271
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,98
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,311
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,281
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,326
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,277
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,251
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,377
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,252
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,245
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,248
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,243
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,306
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,262
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,244
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,315
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,272
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,263
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,275
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,241
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,262
5,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,329
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,350
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,338
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,357
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,393
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,342
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,350
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,428
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,477
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,650
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,606
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,510
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,465
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,375
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,702
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,330
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,311
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,449
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,528
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,426
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,523
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,572
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,625
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,424
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,402
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,638
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,495
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,535
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,389
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,100,411
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,350
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,423
5,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,408
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,388
5,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,348
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,556
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,692
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,596
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,471
5,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,445
5,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,609
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,413
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,594
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,2
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,28
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,499
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,264
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,254
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,29
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,227
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,430
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,200
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,77
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,274
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,314
6,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,444
6,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,258
6,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,135
6,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,283
6,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,364
6,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,306
6,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,391
6,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,371
6,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,387
6,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,372
6,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,424
6,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,319
6,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,460
6,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,425
6,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,491
6,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,350
6,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,483
6,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,344
6,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,406
6,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,374
6,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,516
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,248
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,262
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,194
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,123
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,137
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,233
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,390
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,238
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,243
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,223
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,227
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,238
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,253
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,204
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,220
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,265
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,166
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,261
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,294
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,226
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,243
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,261
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,205
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,118
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,221
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,223
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,216
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,239
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,199
6,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,274
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,100,357
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,386
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,366
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,348
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,490
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,370
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,409
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,324
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,299
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,389
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,342
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,384
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,484
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,477
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,430
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,363
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,500
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,298
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,447
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,347
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,313
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,380
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,429
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,359
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,442
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,321
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,369
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,485
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,309
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,448
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,494
6,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,456
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,425
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,410
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,437
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,368
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,372
6,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,422
6,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,557
6,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,366
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,276
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,177
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,46
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,150
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,210
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,50
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,30
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,762
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,5459
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,27
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,24
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,91
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,307
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,223
7,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,308
7,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,386
7,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,382
7,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,100,383
7,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,442
7,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,385
7,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,417
7,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,468
7,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,391
7,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,406
7,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,491
7,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,415
7,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,389
7,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,371
7,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,372
7,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,357
7,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,426
7,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,364
7,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,410
7,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,100,375
7,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,403
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,262
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,148
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,247
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,235
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,240
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,227
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,226
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,188
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,242
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,236
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,184
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,24
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,99
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,260
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,146
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,278
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,274
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,359
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,265
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,293
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,237
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,247
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,251
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,182
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,243
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,259
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,269
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,280
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,310
7,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,274
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,356
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,100,414
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,315
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,441
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,453
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,422
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,342
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,107,378
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,359
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,407
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,370
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,396
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,372
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,371
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,457
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,430
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,736
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,541
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,388
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,516
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,345
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,407
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,398
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,380
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,100,465
7,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,553
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,377
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,386
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,403
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,410
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,426
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,378
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,390
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,519
7,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,623
7,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,382
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,444
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,429
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,438
7,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,418
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,371
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,232
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,232
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,217
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,137
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,257
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,286
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,285
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,222
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,271
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,290
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,302
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,477
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,250
8,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,646
8,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,1188
8,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,107,494
8,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,699
8,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,601
8,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,368
8,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,565
8,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,376
8,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,337
8,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,354
8,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,537
8,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,405
8,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,523
8,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,396
8,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,473
8,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,629
8,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,577
8,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,527
8,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,582
8,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,446
8,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,375
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,239
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,240
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,252
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,236
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,12
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,227
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,237
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,153
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,285
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,341
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,232
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,152
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,268
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,248
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,314
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,162
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,256
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,217
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,265
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,258
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,284
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,244
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,285
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,237
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,273
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,246
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,277
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,266
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,283
8,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,279
8,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,429
8,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,399
8,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,391
8,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,445
8,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,331
8,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,483
8,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,432
